Gene,nASD,rASD,min_lFDR,TADA p-value,Netscore,Annotation
PPP3CA,no,no,NA,0.561,100.4880113,0
CHGA,no,no,NA,0.0609,2.983627663,0
CHM,no,no,NA,0.654,8.030868271,0
LPAR1,no,no,NA,0.141,2.333931305,0
SAMD10,no,no,NA,0.411,12.75153655,0
RGS19,no,no,NA,0.563,3.271846669,0
IGSF6,no,no,NA,0.546,3.22606666,0
MYH10,no,no,NA,0.604,18.49928202,1
WDFY2,no,no,NA,0.145,0,0
UGCG,no,no,NA,0.155,2.915061019,0
PDCD5,no,no,NA,0.696,0,0
PTH1R,no,no,NA,0.529,4.951299466,0
SUV420H1,no,no,NA,0.00023762,6.354379941,1
HPN,no,no,NA,0.374,5.492468201,0
CHRNB4,no,no,NA,0.23,3.59064841,0
DUSP6,no,no,NA,0.623,9.569767092,0
CTNNAL1,no,no,NA,0.535,25.38795752,0
C11orf49,no,no,NA,0.738,4.02734438,0
ANO10,no,no,NA,0.602,6.568850554,0
C10orf137,no,no,NA,0.908,1.315883366,0
RASA2,no,no,NA,0.401,4.948927445,0
SDCBP,no,no,NA,0.891,6.136401088,0
AEBP1,no,no,NA,0.239,21.98709997,0
PIK3R5,no,no,NA,0.589,10.00187532,0
LONP2,no,no,NA,0.526,0,0
C9orf5,no,no,NA,0.132,1.314535225,0
DMRT3,no,no,NA,0.0148,2.175402064,0
FXYD1,no,no,NA,0.481,0,0
RHOXF2,no,no,NA,0.325,0,0
FXYD5,no,no,NA,0.127,0,0
ACVRL1,no,no,NA,0.707,0,0
CD300LB,no,no,NA,0.679,4.748407583,0
KIAA1549,no,no,NA,0.4,6.739968934,0
IL12RB1,no,no,NA,0.499,4.268900102,0
USF2,no,no,NA,0.147,4.401736203,0
NPHP3,no,no,NA,0.437,9.553042331,0
RAB3A,no,no,NA,0.118,2.440991847,0
CALD1,no,no,NA,0.239,9.892113245,0
NR4A1,no,no,NA,0.731,0,0
DHCR7,no,no,NA,0.886,7.979355643,0
PDE4C,no,no,NA,0.603,21.0679928,0
NAP1L3,no,no,NA,0.121,6.592828533,0
ZNF503,no,no,NA,0.284,0,0
CHST8,no,no,NA,0.0134,4.491956952,0
FFAR1,no,no,NA,0.775,9.825069043,0
MCTP2,no,no,NA,0.361,2.736118906,0
PRKCZ,no,no,NA,0.789,0,0
IRS2,no,no,NA,0.668,1.519624257,0
LRRTM1,no,no,NA,0.0019,3.970288019,0
SNED1,no,no,NA,0.343,0.924130914,0
FADS6,no,no,NA,0.554,0,0
SSU72,no,no,NA,0.403,1.706994333,0
ATP9B,no,no,NA,0.631,1.275229519,0
SERPINA4,no,no,NA,0.708,6.172166089,0
GAPDHS,no,no,NA,0.526,0,0
TRPC1,no,no,NA,0.75,3.444588243,0
KIAA1432,no,no,NA,0.598,0,0
GGA2,no,no,NA,0.872,0,0
BIRC6,no,no,NA,0.127025311,1.128132463,0
HN1,no,no,NA,0.826,1.67133533,0
ISYNA1,no,no,NA,0.544,9.083498283,0
NFATC1,no,no,NA,0.775,1.12167013,0
HIPK2,no,no,NA,0.673,0.944642359,0
GNB1,no,no,NA,0.302,5.859019217,0
TMEM161B,no,no,NA,0.0304,1.874947111,0
ETNK2,no,no,NA,0.419,0,0
TMEM188,no,no,NA,0.303,0,0
BLZF1,no,no,NA,0.313,5.040550349,0
RUNX3,no,no,NA,0.561,0,0
C1orf63,no,no,NA,0.561,4.379895696,0
ARIH2,no,no,NA,0.548,0,0
SLC37A3,no,no,NA,0.263,0,0
FPGT,no,no,NA,0.048,8.878021384,0
MEF2A,no,no,NA,0.528,7.361836118,0
SERPING1,no,no,NA,0.222,9.300904345,0
WBP2,no,no,NA,0.574,5.553704318,0
ABCF1,no,no,NA,0.202,4.826613357,0
FCHSD2,no,no,NA,0.733,2.082538377,0
UNC13D,no,no,NA,0.158,1.087447767,0
LRRN2,no,no,NA,0.127,0.86263432,0
ZNF721,no,no,NA,0.0498,1.646795921,0
TBCB,no,no,NA,0.434,10.78643205,0
CAPNS1,no,no,NA,0.0813,7.108217803,0
ASPHD2,no,no,NA,0.708,5.71394665,0
THOC1,no,no,NA,0.33,14.2037923,0
EVPL,no,no,NA,0.432,0,0
PRDM16,no,no,NA,0.394,6.906777214,0
ST14,no,no,NA,0.147,19.26751909,0
EXOC7,no,no,NA,0.923,0.887641092,0
PSRC1,no,no,NA,0.769,22.71759533,0
TUBGCP3,no,no,NA,0.331,0,0
SLC25A12,no,no,NA,0.235,2.36261066,0
ZIC1,no,no,NA,0.426,20.63994995,0
NEUROG2,no,no,NA,0.324,1.60183875,0
PAPPA,no,no,NA,0.374,1.622562061,0
COX4I2,no,no,NA,0.548,6.078141908,0
NR2C1,no,no,NA,0.638,9.000442459,0
ATP13A1,no,no,NA,0.747,9.191717847,0
ZNF382,no,no,NA,0.139,13.26333467,0
UBE2O,no,no,NA,0.62,40.3344026,0
AP3B2,no,no,NA,0.476,0,0
ZMAT1,no,no,NA,0.131,3.876126995,0
TNFRSF1A,no,no,NA,0.00905,15.93075566,0
SLC41A1,no,no,NA,0.188,18.38903742,0
STAT5A,no,no,NA,0.68,2.2844278,0
SCNN1A,no,no,NA,0.393,2.482452093,0
LPCAT2,no,no,NA,0.222,0,0
ST6GALNAC2,no,no,NA,0.343,0,0
ST6GALNAC1,no,no,NA,0.838,0,0
NSMAF,no,no,NA,0.892,2.634388583,0
REEP1,no,no,NA,0.656,0,0
HCK,no,no,NA,0.73,0,0
ZNF594,no,no,NA,0.661,1.869195216,1
FAF2,no,no,NA,0.832,9.114395722,0
MLX,no,no,NA,0.563,10.76297082,0
HDGFRP3,no,no,NA,0.333,1.34878873,0
MSH5,no,no,NA,0.276,5.882441692,0
SLBP,no,no,NA,0.0185,2.085764065,0
MS4A1,no,no,NA,0.184,0.897075152,0
LTA4H,no,no,NA,0.918,40.24591723,0
GLO1,no,no,NA,0.311,16.91563111,0
OR9A2,no,no,NA,0.814,10.25994222,0
MT1B,no,no,NA,0.295,4.592808464,0
RFPL1,no,no,NA,0.576,1.253398997,0
TSC22D2,no,no,NA,0.167,10.02012141,0
OVGP1,no,no,NA,0.53,1.575286572,0
ARL4D,no,no,NA,0.137,40.84228506,0
LRRC47,no,no,NA,0.796,14.94911472,0
ZNF91,no,no,NA,0.61,5.799918283,0
COQ10A,no,no,NA,0.868,1.647677624,0
DNAH1,no,no,NA,0.961570878,8.183717634,0
RPL19,no,no,NA,0.745,0,0
CCDC28A,no,no,NA,0.593,0,0
TMUB2,no,no,NA,0.554,0,0
TAS2R3,no,no,NA,0.427,60.37619356,0
NFKBIB,no,no,NA,0.622,5.763078643,0
MRPS12,no,no,NA,0.239,0,0
HECA,no,no,NA,0.139,8.939405683,0
GDPD3,no,no,NA,0.0583,31.38208546,0
ENOPH1,no,no,NA,0.676,17.40709274,0
ADI1,no,no,NA,0.0122,2.250771713,0
CLCN2,no,no,NA,0.0789,34.50271305,0
ACAA2,no,no,NA,0.165,3.491992157,0
NIPA2,no,no,NA,0.76,14.13984126,0
RNH1,no,no,NA,0.0501,16.76948937,0
GSC,no,no,NA,0.752,0,0
PSMD5,no,no,NA,0.38,5.046120934,0
DCTPP1,no,no,NA,0.151,6.018379889,0
SYCP3,no,no,NA,0.821,22.61941723,0
TAF6L,no,no,NA,0.852,0.958609895,0
PSMC4,no,no,NA,0.67,10.05163035,0
KBTBD10,no,no,NA,0.398,3.863629814,0
EIF5,no,no,NA,0.618,2.667209609,0
TTC30A,no,no,NA,0.353,21.00140232,0
PMCH,no,no,NA,0.36,4.656018854,0
RFPL3,no,no,NA,0.185,0,0
VCX,no,no,NA,0.631,0,0
SLC26A10,no,no,NA,0.121,18.85471076,0
TNFRSF25,no,no,NA,0.58,33.00607241,0
OS9,no,no,NA,0.578,3.588589417,0
SIKE1,no,no,NA,0.355,25.63260125,0
PTP4A2,no,no,NA,0.326,1.126286757,0
OBSL1,no,no,NA,0.683,3.376601127,0
TSFM,no,no,NA,0.698,1.967194579,0
KLRK1,no,no,NA,0.137,1.227781352,0
OR1J1,no,no,NA,0.856,17.80607483,0
ANGEL2,no,no,NA,0.641,10.96932034,0
NUP43,no,no,NA,0.967,74.26192113,0
ZBTB6,no,no,NA,0.57,7.312463813,0
GPAT2,no,no,NA,0.331,1.107693447,0
CRYGS,no,no,NA,0.591,72.33505579,0
STARD7,no,no,NA,0.385,47.76636222,0
RSRC1,no,no,NA,0.217,23.39417504,0
STRBP,no,no,NA,0.518,1.14163099,0
WARS2,no,no,NA,0.433,8.813551265,0
PRAMEF1,no,no,NA,0.604,0,0
TRIM68,no,no,NA,0.275,2.282484337,0
HAT1,no,no,NA,0.0636,9.040753499,0
MRPL14,no,no,NA,0.613,12.89478253,0
ENO1,no,no,NA,0.587,4.748609266,0
ABCF2,no,no,NA,0.0651,11.41873067,0
DHX9,no,no,NA,0.732,49.62362321,0
HSP90AA1,no,no,NA,0.524,0,0
SETD3,no,no,NA,0.821,1.438194407,0
ZBTB2,no,no,NA,0.572,34.57010199,0
DUS1L,no,no,NA,0.552,2.112217879,0
LRRC16B,no,no,NA,0.329,0.874976209,0
NPEPPS,no,no,NA,0.678,2.592813395,0
CMTM1,no,no,NA,0.787,29.90791625,0
KPNB1,no,no,NA,0.135,21.7237113,0
NDFIP2,no,no,NA,0.539,44.36047397,0
TXNL1,no,no,NA,0.742,20.34780522,0
POLR2I,no,no,NA,0.322,1.000977608,0
RRP9,no,no,NA,0.871,9.351535627,0
PSME1,no,no,NA,0.649,8.162351346,0
MYC,no,no,NA,0.548,9.062542006,0
ACTR1B,no,no,NA,0.246,0,0
TET1,no,no,NA,0.221,13.91951187,0
CPLX4,no,no,NA,0.0242,6.14992298,0
RABGEF1,no,no,NA,0.662,0.992384068,0
TCEANC,no,no,NA,0.066,1.506261723,0
TMEM208,no,no,NA,0.677,1.114490617,0
GPR116,no,no,NA,0.604,1.664452806,0
SCFD1,no,no,NA,0.286,14.36628072,0
C7orf42,no,no,NA,0.577,16.41211753,0
ATOH1,no,no,NA,0.627,0,0
SLC35E3,no,no,NA,0.856,10.72590288,0
LSG1,no,no,NA,0.533,30.16896473,0
AP4S1,no,no,NA,0.483,25.86001872,0
CBY1,no,no,NA,0.169,0,0
CCDC112,no,no,NA,0.251,17.94187854,0
DNAJC30,no,no,NA,0.0284,9.226520874,0
ZNF607,no,no,NA,0.681,9.150679318,0
AK1,no,no,NA,0.254,15.39166113,0
MRPS15,no,no,NA,0.379,13.16573715,0
YEATS4,no,no,NA,0.226,45.25560511,0
STAT1,no,no,NA,0.133,15.49484167,0
LYSMD4,no,no,NA,0.128,6.241077624,0
MBTPS2,no,no,NA,0.754,54.8825191,0
ADK,no,no,NA,0.917,10.41427652,0
ECH1,no,no,NA,0.671,20.90794745,0
DNAJA1,no,no,NA,0.812,31.88637532,0
LAPTM4A,no,no,NA,0.88,32.77130317,0
TFRC,no,no,NA,0.543,22.58702658,0
RPL6,no,no,NA,0.313,22.36317945,0
PRICKLE4,no,no,NA,0.658,0,0
SIRT2,no,no,NA,0.636,7.499159585,0
TRIP12,no,no,NA,0.00381,12.60587347,1
RPL10,no,no,NA,0.331,0,0
VPS4A,no,no,NA,0.0152,12.65489285,0
RAP2C,no,no,NA,0.324,8.60432721,0
TTPAL,no,no,NA,0.583,0,0
OMG,no,no,NA,0.0602,1.553096844,0
PTCRA,no,no,NA,0.844,4.348894397,0
RBM23,no,no,NA,0.597,44.15071298,0
IGFL1,no,no,NA,0.00913,5.780078104,0
NDUFV1,no,no,NA,0.0432,6.158534717,0
CFHR2,no,no,NA,0.558,0,0
PABPC4,no,no,NA,0.662,0,0
TMEM120A,no,no,NA,0.0809,6.365739707,0
EIF4G2,no,no,NA,0.363,6.280907784,0
KLHDC3,no,no,NA,0.304,5.556471369,0
NDUFS8,no,no,NA,0.484,2.012110369,0
BRCC3,no,no,NA,0.784,1.144682487,0
PPT1,no,no,NA,0.177,39.64893865,0
IL11RA,no,no,NA,0.545,3.232102591,0
DNAJB5,no,no,NA,0.486,0,0
WBP2NL,no,no,NA,0.114,15.37196781,0
AP1G2,no,no,NA,0.756,17.2616234,0
PDHB,no,no,NA,0.739,0.866272454,0
CREB3,no,no,NA,0.279,3.211452417,0
C1orf55,no,no,NA,0.419,17.33512944,0
STUB1,no,no,NA,0.585,8.560657361,0
IPO4,no,no,NA,0.764,0,0
ALDH5A1,no,no,NA,0.74,1.996779238,0
RABGGTA,no,no,NA,0.509,46.08334309,0
DCAF12,no,no,NA,0.317,9.515211217,0
NLE1,no,no,NA,0.00349,5.151540247,0
RAB23,no,no,NA,0.73,12.38405489,0
DENND3,no,no,NA,0.725,28.77169468,0
DEDD2,no,no,NA,0.00773,3.41691219,0
FTL,no,no,NA,0.825,24.47059504,0
TMEM55A,no,no,NA,0.578,43.98148255,0
C21orf33,no,no,NA,0.603,3.614707638,0
SEC24B,no,no,NA,0.759,0,0
TM9SF2,no,no,NA,0.367,26.99256111,0
DNAH5,no,no,NA,0.626149139,13.8844382,1
FAM89A,no,no,NA,0.0501,1.643884802,0
PI4KB,no,no,NA,0.398,45.18146605,0
GPAA1,no,no,NA,0.1018,9.004272859,0
PSG1,no,no,NA,0.199,1.2818447,0
RRH,no,no,NA,0.738,14.34326429,0
CYC1,no,no,NA,0.17,2.063844493,0
HLA-DRB1,no,no,NA,0.016,7.153371453,0
LRRC41,no,no,NA,0.351,14.09468749,0
KIAA0090,no,no,NA,0.644,32.34582466,0
POR,no,no,NA,0.776,22.8925703,0
SYPL2,no,no,NA,0.394,17.69755991,0
FAM69B,no,no,NA,0.319,15.13342203,0
SLC25A40,no,no,NA,0.392,5.930667528,0
AKR7A2,no,no,NA,0.406,0,0
FGF13,no,no,NA,0.311,0,0
TMEM141,no,no,NA,0.296,11.51014502,0
THEM4,no,no,NA,0.866,40.06031493,0
GNAI1,no,no,NA,0.317,3.109713636,0
IL18BP,no,no,NA,0.148,0,0
MAMDC4,no,no,NA,0.229,0.970758605,0
TRAF7,no,no,NA,0.196,0,0
SRP14,no,no,NA,0.388,2.544223116,0
CASP1,no,no,NA,0.05,9.726595135,0
SLC5A6,no,no,NA,0.864,0,0
FBXW5,no,no,NA,0.613,0,0
EHD4,no,no,NA,0.868,19.12817888,0
GTF3C2,no,no,NA,0.195,19.14915697,0
CCNF,no,no,NA,0.714,0,0
SYNRG,no,no,NA,0.367,44.59651626,0
MGAT2,no,no,NA,0.619,0,0
TRAPPC2,no,no,NA,0.586,13.72685557,0
LHFP,no,no,NA,0.679,29.68620062,0
PSMG3,no,no,NA,0.0252,3.558019239,0
ACTR2,no,no,NA,0.145,11.07874358,0
NR1H2,no,no,NA,0.809,3.97299611,0
TMEM87A,no,no,NA,0.817,0,0
GRM3,no,no,NA,0.846,8.159604985,0
BCAS3,no,no,NA,0.473,23.76481979,0
RGS12,no,no,NA,0.611,6.200825567,0
TUBB6,no,no,NA,0.364,0,0
BAGE2,no,no,NA,0.0122,2.250771713,0
TOMM20,no,no,NA,0.344,36.42247718,0
TMEM30A,no,no,NA,0.566,19.47648297,0
TMCC2,no,no,NA,0.1241,2.884310045,0
C1orf162,no,no,NA,0.73,7.948708569,0
TTBK2,no,no,NA,0.759,31.6859659,0
DIABLO,no,no,NA,0.856,6.158420811,0
SRFBP1,no,no,NA,0.382,6.431816117,0
C5orf15,no,no,NA,0.501,31.95467728,0
FLYWCH2,no,no,NA,0.304,32.53503027,0
SEH1L,no,no,NA,0.721,1.096601325,0
WDR18,no,no,NA,0.254,0,0
FAF1,no,no,NA,0.852,8.470579438,0
TPM3,no,no,NA,0.142,4.628146575,0
RPL23,no,no,NA,0.333,28.84106894,0
CDKN2AIPNL,no,no,NA,0.75,1.350923959,0
VAPB,no,no,NA,0.672,20.97800131,0
D4S234E,no,no,NA,0.17,0,0
RBBP7,no,no,NA,0.346,19.03879901,0
UGDH,no,no,NA,0.458,47.59581025,0
ATP5D,no,no,NA,0.133,10.79398133,0
PNO1,no,no,NA,0.412,6.853113421,0
AGAP11,no,no,NA,0.678,2.124342892,0
C7orf63,no,no,NA,0.87,64.66293392,0
SBNO1,no,no,NA,0.813,47.53001287,0
HSBP1,no,no,NA,0.685,19.28680317,0
CLUAP1,no,no,NA,0.963,25.2384673,0
GSDMB,no,no,NA,0.419,6.928956993,0
TSPAN4,no,no,NA,0.371,1.016713128,0
THBS3,no,no,NA,0.862,19.99387023,0
TXNDC12,no,no,NA,0.695,40.81756141,0
LENG8,no,no,NA,0.494,6.874939966,0
KTI12,no,no,NA,0.952,58.91337916,0
DCLRE1B,no,no,NA,0.916,0,0
WFS1,no,no,NA,0.652583578,3.712787074,0
YME1L1,no,no,NA,0.3,0,0
EXD3,no,no,NA,0.776,0,0
SEC23A,no,no,NA,0.21,12.01243339,0
SLC38A2,no,no,NA,0.0822,2.9302251,0
BRSK1,no,no,NA,0.37,13.12238808,0
C4orf29,no,no,NA,0.796,1.030088737,0
HSPA9,no,no,NA,0.425,2.02101912,0
NOL11,no,no,NA,0.0895,1.343840407,0
EBP,no,no,NA,0.535,3.171310427,0
AARS,no,no,NA,0.513,2.385854057,0
CHST12,no,no,NA,0.0289,1.897211725,0
KLF10,no,no,NA,0.253,0,0
RLN2,no,no,NA,0.788,22.20459692,0
COG4,no,no,NA,0.0605,8.971126092,0
SS18L1,no,no,NA,0.726,23.13276978,0
GNB3,no,no,NA,0.619,14.85600179,0
HHAT,no,no,NA,0.845,29.30321724,0
MRPL39,no,no,NA,0.735,0,0
KHDRBS1,no,no,NA,0.377,27.85649414,0
RNF167,no,no,NA,0.506,10.48463856,0
AKT3,no,no,NA,0.644,72.86396747,0
MRPL24,no,no,NA,0.269,29.10386325,0
ZFP3,no,no,NA,0.423,3.440835383,0
APOO,no,no,NA,0.568,9.907336538,0
BANP,no,no,NA,0.259,9.785761962,0
UBL4A,no,no,NA,0.305,3.176580258,0
SUCLA2,no,no,NA,0.247,2.566054619,0
PSMA3,no,no,NA,0.588,3.099537126,0
RAB5C,no,no,NA,0.132,5.116093538,0
ZNF304,no,no,NA,0.188,24.86990636,0
ZBTB8A,no,no,NA,0.631,32.1510558,0
NENF,no,no,NA,0.131,9.743607745,0
SLC6A16,no,no,NA,0.775,2.906539766,0
LRCH4,no,no,NA,0.75,46.27448549,0
HNRNPU,no,no,NA,0.547,24.44487561,0
NDUFA4,no,no,NA,0.325,13.77722403,0
CCDC73,no,no,NA,0.506,51.20469237,0
WDR54,no,no,NA,0.538,1.743835092,0
MCRS1,no,no,NA,0.408,15.51172723,0
NRTN,no,no,NA,0.596,8.464038991,0
DDX6,no,no,NA,0.132,0,0
EBPL,no,no,NA,0.914,0,0
CCT8,no,no,NA,0.418,1.863655222,0
PHC1,no,no,NA,0.444,39.23425881,0
MAP4K3,no,no,NA,0.218,9.462422222,0
CD59,no,no,NA,0.133,24.92144185,0
CLPP,no,no,NA,0.647,6.893175359,0
FBXO3,no,no,NA,0.121,16.32219123,0
EDEM2,no,no,NA,0.923,6.342050021,0
ARPC1A,no,no,NA,0.616,2.55548498,0
TFB2M,no,no,NA,0.906,25.37674917,0
RNF25,no,no,NA,0.958,11.44625297,0
CYP2C19,no,no,NA,0.962,8.047593075,0
THUMPD3,no,no,NA,0.754,36.20977249,0
CCNYL1,no,no,NA,0.417,8.255081631,0
DPEP1,no,no,NA,0.874,7.164751803,0
CPNE1,no,no,NA,0.866,18.3430688,0
MPP2,no,no,NA,0.55,34.06297016,0
CHIC2,no,no,NA,0.316,2.325336836,0
C5orf46,no,no,NA,0.125,1.209694371,0
ENTPD1,no,no,NA,0.833,28.8914867,0
NFS1,no,no,NA,0.228,12.531916,0
SENP3,no,no,NA,0.396,1.056332019,0
EIF4A1,no,no,NA,0.326,8.117041702,0
POLR1B,no,no,NA,0.601,15.6474549,0
ZNF498,no,no,NA,0.828,0,0
PCBD2,no,no,NA,0.283,11.82074714,0
SEC22B,no,no,NA,0.237,29.55287646,0
ERCC4,no,no,NA,0.702772953,23.45697938,0
MAGEH1,no,no,NA,0.328,1.078501191,0
COPS6,no,no,NA,0.375,15.10511511,0
FAM98B,no,no,NA,0.117,3.664115281,0
SLC25A39,no,no,NA,0.00209,8.070347611,1
TTLL3,no,no,NA,0.453,28.39260963,0
MBLAC1,no,no,NA,0.559,0,0
AGR2,no,no,NA,0.316,7.176961486,0
PILRB,no,no,NA,0.292,41.27125047,0
FAAH2,no,no,NA,0.163,13.28183757,0
UBQLN2,no,no,NA,0.759,2.07914148,0
EFTUD2,no,no,NA,0.242,1.010935504,0
BLID,no,no,NA,0.311,37.5597582,0
MEPCE,no,no,NA,0.145,12.80146104,0
DHTKD1,no,no,NA,0.437,8.572615938,0
UBE2D2,no,no,NA,0.317,0.979396095,0
DCAKD,no,no,NA,0.246,87.84456154,0
RPGR,no,no,NA,0.731,0,0
JMJD7-PLA2G4B,no,no,NA,0.344,4.874808059,0
RAB27A,no,no,NA,0.75,17.77094288,0
ABCE1,no,no,NA,0.308,18.38255079,0
C19orf25,no,no,NA,0.326,1.491703083,0
FAM168B,no,no,NA,0.269,2.097251335,0
RBM22,no,no,NA,0.0619,20.56982066,0
RPUSD2,no,no,NA,0.82,27.40477747,0
C16orf62,no,no,NA,0.516,19.63345414,0
C2orf61,no,no,NA,0.0807,2.452336469,0
AP1S1,no,no,NA,0.147,9.188004536,0
DONSON,no,no,NA,0.499,0,0
TOMM70A,no,no,NA,0.543,26.32015256,0
NOLC1,no,no,NA,0.088,39.8744439,0
SRPK2,no,no,NA,0.551,15.57117613,0
CSAD,no,no,NA,0.914,78.62328739,0
DDX18,no,no,NA,0.841,60.07938038,0
TUBGCP4,no,no,NA,0.16,13.66075607,1
C11orf61,no,no,NA,0.0617,11.31309649,0
PPCS,no,no,NA,0.407,11.30214546,0
FRMD3,no,no,NA,0.57,13.41080308,0
NPFF,no,no,NA,0.548,0,0
DSCR3,no,no,NA,0.753,24.52010557,0
SPSB3,no,no,NA,0.739,3.266318969,0
CASK,no,no,NA,0.0531,5.80569364,0
LRP2BP,no,no,NA,0.609,60.15314227,0
SEPX1,no,no,NA,0.116,0,0
ACAD10,no,no,NA,0.733,0,0
NOXO1,no,no,NA,0.304,1.840747657,0
ALDH2,no,no,NA,0.14,28.31139864,0
PCDHB15,no,no,NA,0.337,15.91358904,0
SPI1,no,no,NA,0.552,2.51331964,0
SLC39A9,no,no,NA,0.753,3.176187898,0
MPI,no,no,NA,0.842,0,0
PGS1,no,no,NA,0.522,0,0
SLC38A9,no,no,NA,0.525,3.940116636,0
ADAM21,no,no,NA,0.527,1.589738458,0
UBE2Q2,no,no,NA,0.0567,19.8218683,0
VN1R1,no,no,NA,0.00767,2.424250975,0
RAB5A,no,no,NA,0.325,32.15834929,0
TOB1,no,no,NA,0.456,0,0
STK36,no,no,NA,0.724,39.39738728,0
RTN4IP1,no,no,NA,0.42,4.173829433,0
ZNF552,no,no,NA,0.686,5.782817364,0
ZMAT5,no,no,NA,0.0552,38.53987894,0
HMG20A,no,no,NA,0.063,1.530067588,0
ZNF2,no,no,NA,0.605,42.43496191,0
C1orf228,no,no,NA,0.189,7.66576931,0
DNAJB2,no,no,NA,0.369,7.437260007,0
PROM2,no,no,NA,0.395,8.576364907,0
DRG2,no,no,NA,0.289,15.32327468,0
ZNF597,no,no,NA,0.204,3.139617973,0
MKKS,no,no,NA,0.444,11.79768687,0
HIST3H2BB,no,no,NA,0.582,1.375564027,0
ACOT8,no,no,NA,0.466,5.139160132,0
ADD3,no,no,NA,0.0887,1.348803781,0
TNFSF4,no,no,NA,0.672,4.973279779,0
TRAP1,no,no,NA,0.51039042,24.18084338,0
MLLT10,no,no,NA,0.351,27.98801409,0
PPP2R5E,no,no,NA,0.753,1.654642022,0
HAX1,no,no,NA,0.307,5.304855448,0
OR10H3,no,no,NA,0.52,3.562003274,0
GPKOW,no,no,NA,0.38,4.771638291,0
ACOT2,no,no,NA,0.134,4.866299232,0
EVX1,no,no,NA,0.378,0,0
USPL1,no,no,NA,0.206,7.510867792,0
CNOT6L,no,no,NA,0.766,34.28546024,0
ELTD1,no,no,NA,0.547,6.274504403,0
C13orf26,no,no,NA,0.396,0,0
TRIM35,no,no,NA,0.0564,2.681468828,0
SLU7,no,no,NA,0.156,13.80373371,0
GPS1,no,no,NA,0.119,11.48295796,0
XAB2,no,no,NA,0.291,33.36124571,0
DLAT,no,no,NA,0.293,5.380529777,0
TBC1D5,no,no,NA,0.0583,6.677181404,0
NUDT11,no,no,NA,0.739,5.514747124,0
TIMM23,no,no,NA,0.0581,18.93232541,0
EBF4,no,no,NA,0.15,30.60203586,0
DYNLL1,no,no,NA,0.233,0,0
PPP2CB,no,no,NA,0.596,0,0
C5orf35,no,no,NA,0.935,4.89320565,0
USE1,no,no,NA,0.798,31.39310769,0
BCO2,no,no,NA,0.307,17.37891911,0
MTX1,no,no,NA,0.32,0,0
LSM5,no,no,NA,0.334,24.32312544,0
BZRAP1,no,no,NA,0.055,15.40528651,0
GNS,no,no,NA,0.612,0,0
CSNK1G1,no,no,NA,0.376,0,0
FBN3,no,no,NA,0.357537416,23.27197762,0
MSTO1,no,no,NA,0.378,0,0
THNSL1,no,no,NA,0.109,6.523763217,0
MRPS35,no,no,NA,0.101,5.930939763,0
EEFSEC,no,no,NA,0.586,3.112023007,0
ADAM20,no,no,NA,0.886,7.204503371,0
SLC35F3,no,no,NA,0.561,1.429289297,0
APOA1BP,no,no,NA,0.621,16.78655327,0
CLCN3,no,no,NA,0.489,10.11486425,0
GSPT1,no,no,NA,0.0334,30.9018335,0
TRUB1,no,no,NA,0.118,12.67769641,0
CEP164,no,no,NA,0.41,13.57265967,0
GTF2B,no,no,NA,0.86,22.32504545,0
YIPF2,no,no,NA,0.834,4.90845307,0
PSMD1,no,no,NA,0.396,20.00747439,0
FADS1,no,no,NA,0.514,6.229836359,0
GGPS1,no,no,NA,0.309,3.553163007,0
DCAF5,no,no,NA,0.383,12.59893004,0
NLK,no,no,NA,0.447,36.83745567,0
TGDS,no,no,NA,0.222,2.132407417,0
UBE4A,no,no,NA,0.217,6.174315068,0
LRRC70,no,no,NA,0.914,18.23400148,0
OR10R2,no,no,NA,0.876,4.167118396,0
OCIAD1,no,no,NA,0.434,33.15289242,0
ARCN1,no,no,NA,0.568,3.170113357,0
RAB1A,no,no,NA,0.302,1.591591991,0
MFAP3,no,no,NA,0.289,1.327132033,0
MED13,no,no,NA,0.359,2.537098567,0
MRPL37,no,no,NA,0.559,2.714140223,0
PLCB1,no,no,NA,0.669,4.685144038,0
RNF111,no,no,NA,0.505,3.203714124,0
STX5,no,no,NA,0.575,5.258683891,0
TRAF4,no,no,NA,0.229,17.50958915,0
CCDC84,no,no,NA,0.63,2.237255136,0
TM9SF3,no,no,NA,0.676,1.392593062,0
FBXW11,no,no,NA,0.101,6.060604115,0
EXOSC1,no,no,NA,0.777,14.97809302,0
C2orf84,no,no,NA,0.529,3.024178614,0
UBE2V2,no,no,NA,0.326,11.94637625,0
TBC1D2,no,no,NA,0.723,11.27343097,0
SYCP2,no,no,NA,0.761,21.4383412,0
METTL2B,no,no,NA,0.59,50.81071313,0
XYLB,no,no,NA,0.963,23.93817582,0
AKAP11,no,no,NA,0.910293281,0,0
SLC30A5,no,no,NA,0.584,1.930227508,0
TSTA3,no,no,NA,0.912,2.004734339,0
ERP44,no,no,NA,0.00611,4.101755087,0
PUF60,no,no,NA,0.341,42.5282873,0
ASPRV1,no,no,NA,0.537,6.20208519,0
LRRC20,no,no,NA,0.122,12.74464097,0
DNAJB1,no,no,NA,0.754,0,0
ZC3H14,no,no,NA,0.466,0,0
NDUFB7,no,no,NA,0.15,1.12240321,0
SHARPIN,no,no,NA,0.57,0,0
API5,no,no,NA,0.842,25.67077789,0
SEC31B,no,no,NA,0.575,66.75823442,0
